season,manager,position,name_raw,price,slot
2023,Steven,WR,M. Evans,2,BE
2023,Steven,WR,M. Thomas,1,BE
2023,Steven,WR,K. Toney,1,BE
2023,Tommy,DEF,Y. Koo,1,D/ST
2023,Tommy,K,C. Browns,1,K
2023,Tommy,QB,J. Herbert,46,QB
2023,Tommy,QB,T. Lawrence,42,SFLEX
2023,Tommy,QB,B. Mayfield,1,BE
2023,Tommy,RB,T. Pollard,36,RB
2023,Tommy,RB,A. Mattison,20,FLEX
2023,Tommy,RB,J. Taylor,18,RB
2023,Tommy,RB,J. McKinnon,1,BE
2023,Tommy,RB,A. Gibson,1,BE
2023,Tommy,RB,D. Jackson,1,BE
2023,Tommy,TE,C. Kmet,1,TE
2023,Tommy,WR,C. Olave,27,WR
2023,Tommy,WR,R. Doubs,1,WR
2023,Tommy,WR,M. Gallup,1,BE
2023,Tommy,WR,M. Valdes-Scantling,1,BE
2023,Tommy,WR,C. Claypool,1,BE
2022,Aidan,DEF,Bills,1,D/ST
2022,Aidan,K,Tyler Bass,1,K
2022,Aidan,QB,Lamar Jackson,13,QB
2022,Aidan,QB,Trevor Lawrence,1,BE
2022,Aidan,RB,Saquon Barkley,37,RB
2022,Aidan,RB,AJ Dillon,6,FLEX
2022,Aidan,RB,Chase Edmonds,5,RB
2022,Aidan,RB,Ken Walker,1,BE
2022,Aidan,RB,Jamaal Williams,1,BE
2022,Aidan,RB,T Davis Price,1,BE
2022,Aidan,TE,Kyle Pitts,29,TE
2022,Aidan,WR,Justin Jefferson,64,WR
2022,Aidan,WR,Michael Pittman,34,WR
2022,Aidan,WR,Brandon Aiyuk,3,W/T
2022,Aidan,WR,Skyy Moore,1,BE
2022,Aidan,WR,Romeo Doubs,1,BE
2022,Aidan,WR,Julio Jones,1,BE
2022,Alex,DEF,Steelers,1,D/ST
2022,Alex,K,McManus,1,K
2022,Alex,QB,Jalen Hurts,12,QB
2022,Alex,RB,CMC,72,RB
2022,Alex,RB,Etienne,19,BE
2022,Alex,RB,Breece Hall,11,FLEX
2022,Alex,RB,Michael Carter,3,RB
2022,Alex,RB,Cordarelle,4,BE
2022,Alex,RB,Rashaad Penny,2,BE
2022,Alex,TE,Dalton Schultz,5,W/T
2022,Alex,TE,Mark Andrews,40,TE
2022,Alex,WR,Courtland Sutton,17,WR
2022,Alex,WR,Amari Cooper,3,WR
2022,Alex,WR,Christian Kirk,2,BE
2022,Alex,WR,Devonta Smith,2,BE
2022,Alex,WR,Bobby Trees,3,BE
2022,Alex,WR,Lockett,3,BE
2022,Ankit,DEF,Packers,1,D/ST
2022,Ankit,K,Jake Elliot,1,K
2022,Ankit,QB,Trey Lance,4,QB
2022,Ankit,RB,Austin EKeler,63,RB
2022,Ankit,RB,Javonte Williams,32,FLEX
2022,Ankit,RB,Zeke,26,RB
2022,Ankit,RB,Dameon Pierce,7,BE
2022,Ankit,RB,Rhamondre,3,BE
2022,Ankit,TE,Cole Kmet,1,TE
2022,Ankit,WR,Mike Williams,26,WR
2022,Ankit,WR,AJ Brown,17,WR
2022,Ankit,WR,Brandin Cooks,9,W/T
2022,Ankit,WR,Allen Lazard,5,BE
2022,Ankit,WR,Elijah Moore,2,BE
2022,Ankit,WR,Chris Olave,1,BE
2022,Ankit,WR,Treylon Burkes,1,BE
2022,Ankit,WR,MVS,1,BE
2022,Ben,DEF,Cowboys,1,D/ST
2022,Ben,K,Buttker,2,K
2022,Ben,QB,Mahomes,13,QB
2022,Ben,RB,Derrick Henry,55,RB
2022,Ben,RB,Dalvin Cook,54,RB
2022,Ben,RB,Antonio Gibson,9,FLEX
2022,Ben,RB,Josh Jacobs,9,BE
2022,Ben,RB,Khalil Herbert,1,BE
2022,Ben,RB,Isaiah Pecheko,1,BE
2022,Ben,TE,TJ Hockensen,2,TE
2022,Ben,WR,Keenan Allen,26,WR
2022,Ben,WR,Hollywood Brown,9,WR
2022,Ben,WR,ARob$,7,W/T
2022,Ben,WR,DHop,4,BE
2022,Ben,WR,Hunter Renfrow,4,BE
2022,Ben,WR,Garrett WIlson,1,BE
2022,Ben,WR,Chase Claypool,2,BE
2022,Rohaan,DEF,49ers,3,D/ST
2022,Rohaan,K,McPherson,3,K
2022,Rohaan,QB,Dak,1,QB
2022,Rohaan,RB,Jonathan Taylor,73,RB
2022,Rohaan,RB,Nick Chubb,23,RB
2022,Rohaan,RB,Jerrick McKinnon,1,BE
2022,Rohaan,RB,Isiah Spiller,1,BE
2022,Rohaan,TE,Zach Ertz,1,TE
2022,Rohaan,TE,Patty Fries,1,BE
2022,Rohaan,WR,Stefon Diggs,45,WR
2022,Rohaan,WR,Davante Adams,42,WR
2022,Rohaan,WR,Tyler Boyd,1,FLEX
2022,Rohaan,WR,Jahan Dotson,1,W/T
2022,Rohaan,WR,Jarvis Landry,1,BE
2022,Rohaan,WR,Marvin Jones,1,BE
2022,Rohaan,WR,Devante Parker,1,BE
2022,Rohaan,WR,Wan'dale Robinson,1,BE
2022,Jake,DEF,Colts,1,D/ST
2022,Jake,K,Matt Prater,1,K
2022,Jake,QB,Justin Herbert,5,QB
2022,Jake,RB,Leonard 4net,34,RB
2022,Jake,RB,James Conner,33,RB
2022,Jake,RB,Elijah Mitchell,6,FLEX
2022,Jake,RB,Rashaad White,1,BE
2022,Jake,RB,Melvin Gordon,2,BE
2022,Jake,RB,Zamir White,1,BE
2022,Jake,TE,Dawson Knox,1,TE
2022,Jake,WR,Ja'Marr Chase,57,WR
2022,Jake,WR,Mike Evans,39,WR
2022,Jake,WR,Gabe Dave,11,W/T
2022,Jake,WR,Rashod Bateman,5,BE
2022,Jake,WR,Kadarius Toney,1,BE
2022,Jake,WR,Josh Palmer,1,BE
2022,Jake,WR,Isiah McKenzie,1,BE
2022,Joe,DEF,Broncos,1,D/ST
2022,Joe,K,Wil Lutz,1,K
2022,Joe,QB,Matthew Stafford,1,QB
2022,Joe,QB,Tom Brady,1,BE
2022,Joe,RB,Aaron Jones,37,RB
2022,Joe,RB,Clyde Edwards-Helaire,10,RB
2022,Joe,RB,James Robinson,1,BE
2022,Joe,RB,Eno Benjamin,1,BE
2022,Joe,RB,Tyler Allgeier,1,BE
2022,Joe,TE,Kelce,40,TE
2022,Joe,WR,Cooper Kupp,64,WR
2022,Joe,WR,Diontae Johnson,20,WR
2022,Joe,WR,DK Metcalf,8,FLEX
2022,Joe,WR,JuJu,8,W/T
2022,Joe,WR,Adam Thielen,4,BE
2022,Joe,WR,Nyhiem Hines,1,BE
2022,Joe,WR,Robbie Anderson,1,BE
2022,Ryan,DEF,Saints,1,D/ST
2022,Ryan,K,Carlson,1,K
2022,Ryan,QB,Josh Allen,16,QB
2022,Ryan,RB,Joe Mixon,50,RB
2022,Ryan,RB,D'Andrew Swift,44,RB
2022,Ryan,RB,Damien Harris,2,FLEX
2022,Ryan,RB,Kareem Hunt,2,BE
2022,Ryan,RB,Raheem Mostert,1,BE
2022,Ryan,TE,Waller,15,TE
2022,Ryan,WR,CeeDee Lamb,34,WR
2022,Ryan,WR,Terry McLaurin,21,WR
2022,Ryan,WR,Amon-Ra SB,8,W/T
2022,Ryan,WR,Jakobi Meyers,1,BE
2022,Ryan,WR,Russell Gage,1,BE
2022,Ryan,WR,Jalen Tolbert,1,BE
2022,Ryan,WR,Van Jefferson,1,BE
2022,Ryan,WR,Nico Collins,1,BE
2022,Steven,DEF,Buccaneers,2,D/ST
2022,Steven,K,Gay,2,K
2022,Steven,QB,Aaron Rodgers,5,QB
2022,Steven,RB,Kamara,47,RB
2022,Steven,RB,Cam Akers,25,RB
2022,Steven,RB,David Montgomery,17,BE
2022,Steven,RB,Dobbins,15,FLEX
2022,Steven,RB,Darrell Henderson,3,BE
2022,Steven,RB,Alex Mattison,3,BE
2022,Steven,TE,George Kittle,13,TE
2022,Steven,WR,Tyreek Hill,35,WR
2022,Steven,WR,DJ Moore,16,WR
2022,Steven,WR,Drake London,5,W/T
2022,Steven,WR,George Pickens,2,BE
2022,Steven,WR,Darnell Mooney,4,BE
2022,Steven,WR,Mike Thomas,3,BE
2022,Steven,WR,Chris Godwin,3,BE
2022,Tommy,DEF,Ravens,2,D/ST
2022,Tommy,K,Justin Tucker,3,K
2022,Tommy,QB,Kyler Murray,5,QB
2022,Tommy,QB,Russell Wilson,1,BE
2022,Tommy,RB,Najee Harris,61,RB
2022,Tommy,RB,Miles Sanders,7,RB
2022,Tommy,RB,Tony Pollard,5,BE
2022,Tommy,RB,Devin Singletary,3,BE
2022,Tommy,RB,James Cook,1,BE
2022,Tommy,RB,Kenneth Gainwell,4,BE
2022,Tommy,RB,JD McKissic,1,BE
2022,Tommy,TE,Dallas Goedert,1,TE
2022,Tommy,WR,Deebo,54,WR
2022,Tommy,WR,Tee Higgins,30,WR
2022,Tommy,WR,Jaylen Waddle,11,FLEX
2022,Tommy,WR,Jeudy,10,W/T
2022,Tommy,WR,DJ Chark,1,BE
2021,Aidan,DEF,Buffalo D,1,D/ST
2021,Aidan,K,Rodrigo Blankenship,1,K
2021,Aidan,QB,Ryan Tannehill,1,QB
2021,Aidan,RB,Aaron Jones,57,RB
2021,Aidan,RB,Najee Harris,38,RB
2021,Aidan,RB,Kareem Hunt,11,BE
2021,Aidan,RB,Jamaal Williams,3,BE
2021,Aidan,RB,Melvin Gordon,3,BE
2021,Aidan,RB,JD McKissic,1,BE
2021,Aidan,TE,Kyle Pitts,10,TE
2021,Aidan,WR,Keenan Allen,29,WR
2021,Aidan,WR,Allen Robinson II,17,FLEX
2021,Aidan,WR,Julio Jones,16,WR
2021,Aidan,WR,Brandon Aiyuk,8,FLEX
2021,Aidan,WR,Courtland Sutton,2,BE
2021,Aidan,WR,DeVonta Smith,1,BE
2021,Aidan,WR,Marquez Callaway,1,BE
2021,Ankit,DEF,Miami D,1,D/ST
2021,Ankit,DEF,New Orleans D,1,BE
2021,Ankit,K,Mason Crosby,1,K
2021,Ankit,QB,Lamar Jackson,7,QB
2021,Ankit,QB,Trey Lance,1,BE
2021,Ankit,QB,Justin Fields,1,BE
2021,Ankit,RB,Alvin Kamara,68,RB
2021,Ankit,RB,Joe Mixon,36,RB
2021,Ankit,RB,Phillip Lindsay,1,BE
2021,Ankit,RB,Gus Edwards,1,BE
2021,Ankit,RB,Gio Bernard,1,BE
2021,Ankit,TE,Tyler Higbee,4,TE
2021,Ankit,WR,Tyreek Hill,45,WR
2021,Ankit,WR,Cooper Kupp,16,WR
2021,Ankit,WR,Chris Godwin,9,FLEX
2021,Ankit,WR,Chase Claypool,6,FLEX
2021,Ankit,WR,Adam Trautman,1,BE
2021,Ben,DEF,Baltimore D,1,D/ST
2021,Ben,K,Daniel Carlson,1,K
2021,Ben,QB,Kyler Murray,16,QB
2021,Ben,RB,Darrell Henderson Jr,31,RB
2021,Ben,RB,Clyde Edwards-Helaire,29,RB
2021,Ben,RB,Chase Edmonds,5,BE
2021,Ben,RB,Latavius Murray,1,BE
2021,Ben,RB,Devontae Booker,1,BE
2021,Ben,TE,Travis Kelce,45,TE
2021,Ben,TE,George Kittle,21,FLEX
2021,Ben,WR,Mike Evans,22,WR
2021,Ben,WR,Adam Thielen,16,WR
2021,Ben,WR,Jamarr Chase,5,BE
2021,Ben,WR,DJ Chark,2,BE
2021,Ben,WR,Michael Pittman,2,FLEX
2021,Ben,WR,Henry Ruggs,1,BE
2021,Ben,WR,Russell Gage,1,BE
2021,Rohaan,DEF,Washington D,1,D/ST
2021,Rohaan,K,Justin Tucker,4,K
2021,Rohaan,QB,Josh Allen,19,QB
2021,Rohaan,QB,Trevor Lawrence,1,BE
2021,Rohaan,RB,Derrick Henry,69,RB
2021,Rohaan,RB,Chris Carson,26,RB
2021,Rohaan,RB,Nyheim Hines,1,BE
2021,Rohaan,TE,Irv Smith,2,TE
2021,Rohaan,WR,Stefon Diggs,40,WR
2021,Rohaan,WR,Terry McLaurin,30,WR
2021,Rohaan,WR,Deebo Samuel,1,FLEX
2021,Rohaan,WR,Will Fuller,1,FLEX
2021,Rohaan,WR,Leviska Shenault,1,BE
2021,Rohaan,WR,Marquise Brown,1,BE
2021,Rohaan,WR,Devante Parker,1,BE
2021,Rohaan,WR,Trequon Smith,1,BE
2021,Rohaan,WR,Rondale Moore,1,BE
2021,Jake,DEF,Denver D,1,D/ST
2021,Jake,K,Jason Myers,1,K
2021,Jake,QB,Matthew Stafford,2,QB
2021,Jake,QB,Joe Burrow,1,BE
2021,Jake,RB,Christian McCaffrey,85,RB
2021,Jake,RB,Mike Davis,13,FLEX
2021,Jake,RB,Miles Gaskin,5,RB
2021,Jake,RB,Chuba Hubbard,1,BE
2021,Jake,RB,Tony Pollard,1,BE
2021,Jake,RB,Ty Johnson,1,BE
2021,Jake,TE,Darren Waller,23,TE
2021,Jake,WR,Deandre Hopkins,37,WR
2021,Jake,WR,Robert Woods,21,WR
2021,Jake,WR,Diontae Johnson,4,FLEX
2021,Jake,WR,Robby Anderson,2,BE
2021,Jake,WR,Michael Gallup,1,BE
2021,Jake,WR,Elijah Moore,1,BE
2021,Joe,DEF,San Fran D,1,D/ST
2021,Joe,DEF,New England D,2,BE
2021,Joe,K,Jason Sander,2,K
2021,Joe,QB,Patrick Mahomes,25,QB
2021,Joe,QB,Justin Herbert,4,BE
2021,Joe,RB,Josh Jacobs,21,RB
2021,Joe,RB,Miles Sanders,15,FLEX
2021,Joe,RB,Damien Harris,7,RB
2021,Joe,RB,Zack Moss,4,FLEX
2021,Joe,RB,Raheem Mostert,8,BE
2021,Joe,RB,Trey Sermon,6,BE
2021,Joe,RB,Kenyan Drake,3,BE
2021,Joe,TE,TJ Hockenson,7,TE
2021,Joe,WR,Davante Adams,46,WR
2021,Joe,WR,D.K. Metcalf,33,WR
2021,Joe,WR,Antonio Brown,4,BE
2021,Joe,WR,Odell Beckham Jr,6,BE
2021,Oleg,DEF,Los Angeles D,4,D/ST
2021,Oleg,K,Younghoe Koo,1,K
2021,Oleg,QB,Russell Wilson,7,QB
2021,Oleg,QB,Jalen Hurts,2,BE
2021,Oleg,RB,Nick Chubb,59,RB
2021,Oleg,RB,James Robinson,36,RB
2021,Oleg,RB,David Montgomery,24,FLEX
2021,Oleg,RB,Javonte Williams,12,FLEX
2021,Oleg,RB,Rashaad Penny,2,BE
2021,Oleg,RB,AJ Dillon,3,BE
2021,Oleg,TE,Logan Thomas,3,TE
2021,Oleg,WR,AJ Brown,31,WR
2021,Oleg,WR,Tyler Lockett,7,WR
2021,Oleg,WR,Jerry Jeudy,3,BE
2021,Oleg,WR,Jaylen Waddle,1,BE
2021,Oleg,WR,Corey Davis,2,BE
2021,Oleg,WR,Darnell Mooney,1,BE
2021,Ryan,DEF,Green Bay D,1,D/ST
2021,Ryan,K,Tyler Bass,1,K
2021,Ryan,QB,Aaron Rodgers,3,QB
2021,Ryan,RB,Ezekiel Elliot,60,RB
2021,Ryan,RB,Jonathan Taylor,44,RB
2021,Ryan,RB,Devin Singletary,1,BE
2021,Ryan,RB,David Johnson,1,BE
2021,Ryan,RB,Ronald Jones II,1,BE
2021,Ryan,TE,Mark Andrews,7,TE
2021,Ryan,TE,Robert Tonyan,1,BE
2021,Ryan,WR,Justin Jefferson,33,WR
2021,Ryan,WR,Amari Cooper,17,FLEX
2021,Ryan,WR,Tee Higgins,14,WR
2021,Ryan,WR,DJ Moore,9,FLEX
2021,Ryan,WR,Tyler Boyd,1,BE
2021,Ryan,WR,Kenny Golladay,3,BE
2021,Ryan,WR,Mike Williams,3,BE
2021,Steven,DEF,Pittsburgh D,1,D/ST
2021,Steven,K,Ryan Succop,2,K
2021,Steven,QB,Tom Brady,6,QB
2021,Steven,RB,Dalvin Cook,71,RB
2021,Steven,RB,Saquon Barkley,53,FLEX
2021,Steven,RB,De'Andre Swift,41,RB
2021,Steven,RB,Michael Carter,8,FLEX
2021,Steven,RB,Leonard Fournette,2,BE
2021,Steven,RB,Alexander Mattison,1,BE
2021,Steven,RB,Tevin Coleman,1,BE
2021,Steven,TE,Noah Fant,4,TE
2021,Steven,TE,Rob Gronkowski,1,BE
2021,Steven,WR,Michael Thomas,4,WR
2021,Steven,WR,T.Y. Hilton,1,WR
2021,Steven,WR,Jarvis Landry,2,BE
2021,Steven,WR,Juju Smith-Schuster,1,BE
2021,Steven,WR,Brandin Cooks,1,BE
2021,Tommy,DEF,Tampa Bay D,5,D/ST
2021,Tommy,K,Harrison Butker,3,K
2021,Tommy,QB,Dak Prescott,9,QB
2021,Tommy,QB,Matt Ryan,1,BE
2021,Tommy,RB,Austin Ekeler,42,RB
2021,Tommy,RB,Antonio Gibson,40,RB
2021,Tommy,RB,J.K. Dobbins,24,FLEX
2021,Tommy,RB,James Conner,1,BE
2021,Tommy,RB,Marlon Mack,1,BE
2021,Tommy,RB,Justin Jackson,1,BE
2021,Tommy,TE,Dallas Goedert,3,TE
2021,Tommy,WR,Calvin Ridley,34,WR
2021,Tommy,WR,CeeDee Lamb,32,WR
2021,Tommy,WR,Nelson Agholor,1,FLEX
2021,Tommy,WR,Curtis Samuel,1,BE
2021,Tommy,WR,Mecole Hardman,1,BE
2021,Tommy,WR,Marvin Jones Jr,1,BE
