season,draft_id,pick_no,roster_id,picked_by,manager,player_id,first_name,last_name,position,nfl_team,amount
2024,1126270721782575105,39,2,611688251123699712,Ben,4866,Saquon,Barkley,RB,PHI,41
2024,1126270721782575105,40,5,622233730559348736,Joe,5872,Deebo,Samuel,WR,SF,21
2024,1126270721782575105,41,5,622233730559348736,Joe,8150,Kyren,Williams,RB,LAR,33
2024,1126270721782575105,42,5,622233730559348736,Joe,1266,Greg,Zuerlein,K,NYJ,1
2024,1126270721782575105,43,7,621896714877599744,Steven,NYJ,New York,Jets,DEF,NYJ,3
2024,1126270721782575105,44,7,621896714877599744,Steven,6770,Joe,Burrow,QB,CIN,28
2024,1126270721782575105,45,7,621896714877599744,Steven,96,Aaron,Rodgers,QB,NYJ,10
2024,1126270721782575105,46,4,473908924727160832,Rohaan,11632,Malik,Nabers,WR,NYG,18
2024,1126270721782575105,47,10,735661741740056576,Ryan,11628,Marvin,Harrison,WR,ARI,25
2024,1126270721782575105,48,7,621896714877599744,Steven,6819,Michael,Pittman,WR,IND,19
2024,1126270721782575105,49,6,740989628160614400,Alex,8112,Drake,London,WR,ATL,21
2024,1126270721782575105,50,6,740989628160614400,Alex,9226,De'Von,Achane,RB,MIA,16
2024,1126270721782575105,51,5,622233730559348736,Joe,8205,Isiah,Pacheco,RB,KC,23
2024,1126270721782575105,52,5,622233730559348736,Joe,PIT,Pittsburgh,Steelers,DEF,PIT,1
2024,1126270721782575105,53,4,473908924727160832,Rohaan,3294,Dak,Prescott,QB,DAL,22
2024,1126270721782575105,54,5,622233730559348736,Joe,6804,Jordan,Love,QB,GB,25
2024,1126270721782575105,55,9,893989602594234368,Christian,7526,Jaylen,Waddle,WR,MIA,14
2024,1126270721782575105,56,6,740989628160614400,Alex,DAL,Dallas,Cowboys,DEF,DAL,1
2024,1126270721782575105,57,4,473908924727160832,Rohaan,4195,Jake,Elliott,K,PHI,1
2024,1126270721782575105,58,9,893989602594234368,Christian,SF,San Francisco,49ers,DEF,SF,3
2024,1126270721782575105,59,10,735661741740056576,Ryan,8144,Chris,Olave,WR,NO,16
2024,1126270721782575105,60,8,734157966206455808,Ankit,5846,DK,Metcalf,WR,SEA,18
2024,1126270721782575105,61,9,893989602594234368,Christian,7569,Nico,Collins,WR,HOU,13
2024,1126270721782575105,62,8,734157966206455808,Ankit,6813,Jonathan,Taylor,RB,IND,25
2024,1126270721782575105,63,8,734157966206455808,Ankit,2133,Davante,Adams,WR,LV,18
2024,1126270721782575105,64,3,683108507217653760,Jake,7543,Travis,Etienne,RB,JAX,25
2024,1126270721782575105,65,3,683108507217653760,Jake,MIN,Minnesota,Vikings,DEF,MIN,1
2024,1126270721782575105,66,7,621896714877599744,Steven,10236,Dalton,Kincaid,TE,BUF,11
2024,1126270721782575105,67,4,473908924727160832,Rohaan,BAL,Baltimore,Ravens,DEF,BAL,2
2024,1126270721782575105,68,2,611688251123699712,Ben,4066,Evan,Engram,TE,JAX,7
2024,1126270721782575105,69,4,473908924727160832,Rohaan,8183,Brock,Purdy,QB,SF,12
2024,1126270721782575105,70,4,473908924727160832,Rohaan,5892,David,Montgomery,RB,DET,10
2024,1126270721782575105,71,9,893989602594234368,Christian,4018,Joe,Mixon,RB,HOU,13
2024,1126270721782575105,72,10,735661741740056576,Ryan,6797,Justin,Herbert,QB,LAC,11
2024,1126270721782575105,73,8,734157966206455808,Ankit,8136,Rachaad,White,RB,TB,14
2024,1126270721782575105,74,2,611688251123699712,Ben,6768,Tua,Tagovailoa,QB,MIA,9
2024,1126270721782575105,75,4,473908924727160832,Rohaan,4943,Sam,Darnold,QB,MIN,2
2024,1126270721782575105,76,7,621896714877599744,Steven,8151,Kenneth,Walker,RB,SEA,13
2024,1126270721782575105,77,4,473908924727160832,Rohaan,4217,George,Kittle,TE,SF,7
2024,1126270721782575105,78,1,622284153274048512,Aidan,5012,Mark,Andrews,TE,BAL,14
2024,1126270721782575105,79,9,893989602594234368,Christian,8138,James,Cook,RB,BUF,12
2024,1126270721782575105,80,1,622284153274048512,Aidan,6803,Brandon,Aiyuk,WR,SF,8
2024,1126270721782575105,81,6,740989628160614400,Alex,3163,Jared,Goff,QB,DET,6
2024,1126270721782575105,82,9,893989602594234368,Christian,4950,Christian,Kirk,WR,JAX,4
2024,1126270721782575105,83,8,734157966206455808,Ankit,4199,Aaron,Jones,RB,MIN,6
2024,1126270721782575105,84,2,611688251123699712,Ben,7523,Trevor,Lawrence,QB,JAX,4
2024,1126270721782575105,85,3,683108507217653760,Jake,11563,Bo,Nix,QB,DEN,1
2024,1126270721782575105,86,8,734157966206455808,Ankit,4039,Cooper,Kupp,WR,LAR,19
2024,1126270721782575105,87,4,473908924727160832,Rohaan,NO,New Orleans,Saints,DEF,NO,1
2024,1126270721782575105,88,8,734157966206455808,Ankit,CLE,Cleveland,Browns,DEF,CLE,2
2024,1126270721782575105,89,2,611688251123699712,Ben,CHI,Chicago,Bears,DEF,CHI,1
2024,1126270721782575105,90,2,611688251123699712,Ben,4137,James,Conner,RB,ARI,7
2024,1126270721782575105,91,10,735661741740056576,Ryan,7611,Rhamondre,Stevenson,RB,NE,5
2024,1126270721782575105,92,5,622233730559348736,Joe,8121,Romeo,Doubs,WR,GB,1
2024,1126270721782575105,93,8,734157966206455808,Ankit,11631,Brian,Thomas,WR,JAX,3
2024,1126270721782575105,94,2,611688251123699712,Ben,4035,Alvin,Kamara,RB,NO,9
2024,1126270721782575105,95,5,622233730559348736,Joe,9502,Tank,Dell,WR,HOU,6
2024,1126270721782575105,96,9,893989602594234368,Christian,4983,DJ,Moore,WR,CHI,6
2024,1126270721782575105,97,4,473908924727160832,Rohaan,5107,Jaylen,Samuels,RB,,1
2024,1126270721782575105,98,6,740989628160614400,Alex,10222,Jayden,Reed,WR,GB,5
2024,1126270721782575105,99,1,622284153274048512,Aidan,9997,Zay,Flowers,WR,BAL,5
2024,1126270721782575105,100,4,473908924727160832,Rohaan,2749,Raheem,Mostert,RB,MIA,4
2024,1126270721782575105,101,8,734157966206455808,Ankit,11566,Jayden,Daniels,QB,WAS,5
2024,1126270721782575105,102,2,611688251123699712,Ben,2309,Amari,Cooper,WR,CLE,4
2024,1126270721782575105,103,7,621896714877599744,Steven,1479,Keenan,Allen,WR,CHI,2
2024,1126270721782575105,104,8,734157966206455808,Ankit,5927,Terry,McLaurin,WR,WAS,4
2024,1126270721782575105,105,8,734157966206455808,Ankit,4033,David,Njoku,TE,CLE,2
2024,1126270721782575105,106,5,622233730559348736,Joe,7525,DeVonta,Smith,WR,PHI,4
2024,1126270721782575105,107,9,893989602594234368,Christian,8228,Jaylen,Warren,RB,PIT,2
2024,1126270721782575105,108,8,734157966206455808,Ankit,421,Matthew,Stafford,QB,LAR,3
2024,1126270721782575105,109,10,735661741740056576,Ryan,5848,Hollywood,Brown,WR,KC,2
2024,1126270721782575105,110,9,893989602594234368,Christian,5967,Tony,Pollard,RB,TEN,3
2024,1126270721782575105,111,8,734157966206455808,Ankit,6790,D'Andre,Swift,RB,CHI,5
2024,1126270721782575105,112,1,622284153274048512,Aidan,8154,Brian,Robinson,RB,WAS,2
2024,1126270721782575105,113,6,740989628160614400,Alex,11624,Xavier,Worthy,WR,KC,2
2024,1126270721782575105,114,8,734157966206455808,Ankit,4981,Calvin,Ridley,WR,TEN,3
2024,1126270721782575105,115,9,893989602594234368,Christian,7553,Kyle,Pitts,TE,ATL,2
2024,1126270721782575105,116,1,622284153274048512,Aidan,6801,Tee,Higgins,WR,CIN,2
2024,1126270721782575105,117,4,473908924727160832,Rohaan,5844,T.J.,Hockenson,TE,MIN,1
2024,1126270721782575105,118,1,622284153274048512,Aidan,11620,Rome,Odunze,WR,CHI,2
2024,1126270721782575105,119,2,611688251123699712,Ben,11635,Ladd,McConkey,WR,LAC,1
2024,1126270721782575105,120,4,473908924727160832,Rohaan,8139,Zamir,White,RB,LV,2
2024,1126270721782575105,121,5,622233730559348736,Joe,11583,Jonathon,Brooks,RB,CAR,1
2024,1126270721782575105,122,7,621896714877599744,Steven,5937,Diontae,Johnson,WR,CAR,1
2024,1126270721782575105,123,2,611688251123699712,Ben,8137,George,Pickens,WR,PIT,2
2024,1126270721782575105,124,3,683108507217653760,Jake,8110,Jake,Ferguson,TE,DAL,1
2024,1126270721782575105,125,1,622284153274048512,Aidan,7588,Javonte,Williams,RB,DEN,2
2024,1126270721782575105,126,4,473908924727160832,Rohaan,9488,Jaxon,Smith-Njigba,WR,SEA,1
2024,1126270721782575105,127,1,622284153274048512,Aidan,1166,Kirk,Cousins,QB,ATL,1
2024,1126270721782575105,128,2,611688251123699712,Ben,9224,Chase,Brown,RB,CIN,1
2024,1126270721782575105,129,9,893989602594234368,Christian,9999,Will,Levis,QB,TEN,1
2024,1126270721782575105,130,5,622233730559348736,Joe,6845,Zack,Moss,RB,CIN,1
2024,1126270721782575105,131,1,622284153274048512,Aidan,4988,Nick,Chubb,RB,CLE,2
2024,1126270721782575105,132,10,735661741740056576,Ryan,6130,Devin,Singletary,RB,NYG,1
2024,1126270721782575105,133,3,683108507217653760,Jake,1373,Geno,Smith,QB,SEA,1
2024,1126270721782575105,134,6,740989628160614400,Alex,4017,Deshaun,Watson,QB,CLE,1
2024,1126270721782575105,135,1,622284153274048512,Aidan,1426,DeAndre,Hopkins,WR,TEN,1
2024,1126270721782575105,136,2,611688251123699712,Ben,11625,Adonai,Mitchell,WR,IND,1
2024,1126270721782575105,137,9,893989602594234368,Christian,4663,Austin,Ekeler,RB,WAS,1
2024,1126270721782575105,138,9,893989602594234368,Christian,8143,Jerome,Ford,RB,CLE,2
2024,1126270721782575105,139,7,621896714877599744,Steven,8148,Jameson,Williams,WR,DET,1
2024,1126270721782575105,140,10,735661741740056576,Ryan,9756,Jordan,Addison,WR,MIN,1
2024,1126270721782575105,141,3,683108507217653760,Jake,4892,Baker,Mayfield,QB,TB,1
2024,1126270721782575105,142,6,740989628160614400,Alex,9508,Tyjae,Spears,RB,TEN,1
2024,1126270721782575105,143,1,622284153274048512,Aidan,4666,Younghoe,Koo,K,ATL,1
2024,1126270721782575105,144,2,611688251123699712,Ben,8131,Isaiah,Likely,TE,BAL,1
2024,1126270721782575105,145,9,893989602594234368,Christian,8167,Christian,Watson,WR,GB,1
2024,1126270721782575105,146,5,622233730559348736,Joe,7021,Rico,Dowdle,RB,DAL,1
2024,1126270721782575105,147,7,621896714877599744,Steven,5248,Gus,Edwards,RB,LAC,1
2024,1126270721782575105,148,10,735661741740056576,Ryan,5045,Courtland,Sutton,WR,DEN,1
2024,1126270721782575105,149,3,683108507217653760,Jake,11586,Blake,Corum,RB,LAR,1
2024,1126270721782575105,150,6,740989628160614400,Alex,11637,Keon,Coleman,WR,BUF,1
2024,1126270721782575105,151,1,622284153274048512,Aidan,SEA,Seattle,Seahawks,DEF,SEA,1
2024,1126270721782575105,152,2,611688251123699712,Ben,2747,Jason,Myers,K,SEA,1
2024,1126270721782575105,153,5,622233730559348736,Joe,8134,Khalil,Shakir,WR,BUF,1
2024,1126270721782575105,154,7,621896714877599744,Steven,3164,Ezekiel,Elliott,RB,DAL,1
2024,1126270721782575105,155,10,735661741740056576,Ryan,7594,Chuba,Hubbard,RB,CAR,1
2024,1126270721782575105,156,3,683108507217653760,Jake,11589,Trey,Benson,RB,ARI,1
2024,1126270721782575105,157,6,740989628160614400,Alex,2374,Tyler,Lockett,WR,SEA,1
2024,1126270721782575105,158,5,622233730559348736,Joe,1234,Russell,Wilson,QB,PIT,1
2024,1126270721782575105,159,7,621896714877599744,Steven,7591,Justin,Fields,QB,PIT,1
2024,1126270721782575105,160,10,735661741740056576,Ryan,5947,Jakobi,Meyers,WR,LV,1
2024,1126270721782575105,161,3,683108507217653760,Jake,6806,J.K.,Dobbins,RB,LAC,1
2024,1126270721782575105,162,6,740989628160614400,Alex,4068,Mike,Williams,WR,NYJ,1
2024,1126270721782575105,163,5,622233730559348736,Joe,7670,Joshua,Palmer,WR,LAC,1
2024,1126270721782575105,164,10,735661741740056576,Ryan,11604,Brock,Bowers,TE,LV,1
2024,1126270721782575105,165,3,683108507217653760,Jake,8132,Tyler,Allgeier,RB,ATL,1
2024,1126270721782575105,166,10,735661741740056576,Ryan,2028,Derek,Carr,QB,NO,1
2024,1126270721782575105,167,3,683108507217653760,Jake,11626,Xavier,Legette,WR,CAR,1
2024,1126270721782575105,168,3,683108507217653760,Jake,8676,Rashid,Shaheed,WR,NO,1
2024,1126270721782575105,169,3,683108507217653760,Jake,4082,Curtis,Samuel,WR,BUF,1
2024,1126270721782575105,170,3,683108507217653760,Jake,3451,Ka'imi,Fairbairn,K,HOU,1
2025,1256991725197459456,1,8,734157966206455808,Ankit,PIT,Pittsburgh,Steelers,DEF,PIT,2
2025,1256991725197459456,2,2,611688251123699712,Ben,7564,Ja'Marr,Chase,WR,CIN,66
2025,1256991725197459456,3,7,621896714877599744,Steven,11786,Cam,Little,K,JAX,1
2025,1256991725197459456,4,9,893989602594234368,Christian,8146,Garrett,Wilson,WR,NYJ,17
2025,1256991725197459456,5,9,893989602594234368,Christian,4984,Josh,Allen,QB,BUF,55
2025,1256991725197459456,6,6,740989628160614400,Alex,11604,Brock,Bowers,TE,LV,40
2025,1256991725197459456,7,7,621896714877599744,Steven,9509,Bijan,Robinson,RB,ATL,51
2025,1256991725197459456,8,8,734157966206455808,Ankit,11533,Brandon,Aubrey,K,DAL,6
2025,1256991725197459456,9,7,621896714877599744,Steven,6770,Joe,Burrow,QB,CIN,40
2025,1256991725197459456,10,2,611688251123699712,Ben,6794,Justin,Jefferson,WR,MIN,49
2025,1256991725197459456,11,4,473908924727160832,Rohaan,11539,Jake,Bates,K,DET,2
2025,1256991725197459456,12,4,473908924727160832,Rohaan,2133,Davante,Adams,WR,LAR,17
2025,1256991725197459456,13,6,740989628160614400,Alex,12527,Ashton,Jeanty,RB,LV,30
2025,1256991725197459456,14,1,622284153274048512,Aidan,2216,Mike,Evans,WR,TB,16
2025,1256991725197459456,15,5,622233730559348736,Joe,4866,Saquon,Barkley,RB,PHI,50
2025,1256991725197459456,16,7,621896714877599744,Steven,8138,James,Cook,RB,BUF,16
2025,1256991725197459456,17,1,622284153274048512,Aidan,6904,Jalen,Hurts,QB,PHI,47
2025,1256991725197459456,18,5,622233730559348736,Joe,DEN,Denver,Broncos,DEF,DEN,3
2025,1256991725197459456,19,10,735661741740056576,Ryan,11632,Malik,Nabers,WR,NYG,34
2025,1256991725197459456,20,3,683108507217653760,Jake,4881,Lamar,Jackson,QB,BAL,65
2025,1256991725197459456,21,10,735661741740056576,Ryan,4227,Harrison,Butker,K,KC,1
2025,1256991725197459456,22,8,734157966206455808,Ankit,5849,Kyler,Murray,QB,ARI,28
2025,1256991725197459456,23,10,735661741740056576,Ryan,11566,Jayden,Daniels,QB,WAS,45
2025,1256991725197459456,24,9,893989602594234368,Christian,8259,Cameron,Dicker,K,LAC,2
2025,1256991725197459456,25,1,622284153274048512,Aidan,9221,Jahmyr,Gibbs,RB,DET,49
2025,1256991725197459456,26,5,622233730559348736,Joe,6650,Chase,McLaughlin,K,TB,1
2025,1256991725197459456,27,1,622284153274048512,Aidan,HOU,Houston,Texans,DEF,HOU,2
2025,1256991725197459456,28,4,473908924727160832,Rohaan,PHI,Philadelphia,Eagles,DEF,PHI,2
2025,1256991725197459456,29,3,683108507217653760,Jake,9493,Puka,Nacua,WR,LAR,38
2025,1256991725197459456,30,6,740989628160614400,Alex,ARI,Arizona,Cardinals,DEF,ARI,2
2025,1256991725197459456,31,2,611688251123699712,Ben,MIN,Minnesota,Vikings,DEF,MIN,2
2025,1256991725197459456,32,4,473908924727160832,Rohaan,5927,Terry,McLaurin,WR,WAS,15
2025,1256991725197459456,33,4,473908924727160832,Rohaan,12530,Travis,Hunter,WR,JAX,6
2025,1256991725197459456,34,9,893989602594234368,Christian,BUF,Buffalo,Bills,DEF,BUF,2
2025,1256991725197459456,35,4,473908924727160832,Rohaan,3198,Derrick,Henry,RB,BAL,33
2025,1256991725197459456,36,8,734157966206455808,Ankit,11560,Caleb,Williams,QB,CHI,21
2025,1256991725197459456,37,1,622284153274048512,Aidan,6786,CeeDee,Lamb,WR,DAL,50
2025,1256991725197459456,38,8,734157966206455808,Ankit,4034,Christian,McCaffrey,RB,SF,39
2025,1256991725197459456,39,10,735661741740056576,Ryan,9226,De'Von,Achane,RB,MIA,38
2025,1256991725197459456,40,6,740989628160614400,Alex,11631,Brian,Thomas,WR,JAX,32
2025,1256991725197459456,41,10,735661741740056576,Ryan,WAS,Washington,Commanders,DEF,WAS,1
2025,1256991725197459456,42,4,473908924727160832,Rohaan,5045,Courtland,Sutton,WR,DEN,6
2025,1256991725197459456,43,7,621896714877599744,Steven,8130,Trey,McBride,TE,ARI,30
2025,1256991725197459456,44,5,622233730559348736,Joe,6813,Jonathan,Taylor,RB,IND,23
2025,1256991725197459456,45,8,734157966206455808,Ankit,11584,Bucky,Irving,RB,TB,23
2025,1256991725197459456,46,4,473908924727160832,Rohaan,11564,Drake,Maye,QB,NE,8
2025,1256991725197459456,47,3,683108507217653760,Jake,11635,Ladd,McConkey,WR,LAC,22
2025,1256991725197459456,48,8,734157966206455808,Ankit,7569,Nico,Collins,WR,HOU,36
2025,1256991725197459456,49,7,621896714877599744,Steven,4046,Patrick,Mahomes,QB,KC,22
2025,1256991725197459456,50,6,740989628160614400,Alex,8112,Drake,London,WR,ATL,32
2025,1256991725197459456,51,4,473908924727160832,Rohaan,11563,Bo,Nix,QB,DEN,20
2025,1256991725197459456,52,10,735661741740056576,Ryan,4137,James,Conner,RB,ARI,11
2025,1256991725197459456,53,2,611688251123699712,Ben,4035,Alvin,Kamara,RB,NO,16
2025,1256991725197459456,54,10,735661741740056576,Ryan,3321,Tyreek,Hill,WR,MIA,19
2025,1256991725197459456,55,9,893989602594234368,Christian,5850,Josh,Jacobs,RB,GB,29
2025,1256991725197459456,56,4,473908924727160832,Rohaan,6790,D'Andre,Swift,RB,CHI,5
2025,1256991725197459456,57,5,622233730559348736,Joe,8150,Kyren,Williams,RB,LAR,28
2025,1256991725197459456,58,5,622233730559348736,Joe,7547,Amon-Ra,St. Brown,WR,DET,42
2025,1256991725197459456,59,2,611688251123699712,Ben,8151,Kenneth,Walker,RB,SEA,16
2025,1256991725197459456,60,6,740989628160614400,Alex,7591,Justin,Fields,QB,NYJ,16
2025,1256991725197459456,61,9,893989602594234368,Christian,9224,Chase,Brown,RB,CIN,30
2025,1256991725197459456,62,1,622284153274048512,Aidan,8205,Isiah,Pacheco,RB,KC,4
2025,1256991725197459456,63,9,893989602594234368,Christian,5859,A.J.,Brown,WR,PHI,23
2025,1256991725197459456,64,4,473908924727160832,Rohaan,4217,George,Kittle,TE,SF,20
2025,1256991725197459456,65,4,473908924727160832,Rohaan,4892,Baker,Mayfield,QB,TB,28
2025,1256991725197459456,66,4,473908924727160832,Rohaan,8155,Breece,Hall,RB,NYJ,15
2025,1256991725197459456,67,2,611688251123699712,Ben,9758,C.J.,Stroud,QB,HOU,10
2025,1256991725197459456,68,7,621896714877599744,Steven,9488,Jaxon,Smith-Njigba,WR,SEA,20
2025,1256991725197459456,69,3,683108507217653760,Jake,7594,Chuba,Hubbard,RB,CAR,9
2025,1256991725197459456,70,2,611688251123699712,Ben,3163,Jared,Goff,QB,DET,7
2025,1256991725197459456,71,10,735661741740056576,Ryan,8183,Brock,Purdy,QB,SF,14
2025,1256991725197459456,72,6,740989628160614400,Alex,10859,Sam,LaPorta,TE,DET,9
2025,1256991725197459456,73,7,621896714877599744,Steven,10229,Rashee,Rice,WR,KC,3
2025,1256991725197459456,74,2,611688251123699712,Ben,11628,Marvin,Harrison,WR,ARI,21
2025,1256991725197459456,75,1,622284153274048512,Aidan,1466,Travis,Kelce,TE,KC,6
2025,1256991725197459456,76,7,621896714877599744,Steven,8154,Brian,Robinson,RB,WAS,2
2025,1256991725197459456,77,5,622233730559348736,Joe,6797,Justin,Herbert,QB,LAC,10
2025,1256991725197459456,78,4,473908924727160832,Rohaan,5844,T.J.,Hockenson,TE,MIN,7
2025,1256991725197459456,79,9,893989602594234368,Christian,5892,David,Montgomery,RB,DET,10
2025,1256991725197459456,80,5,622233730559348736,Joe,6804,Jordan,Love,QB,GB,8
2025,1256991725197459456,81,9,893989602594234368,Christian,6801,Tee,Higgins,WR,CIN,19
2025,1256991725197459456,82,7,621896714877599744,Steven,8137,George,Pickens,WR,DAL,8
2025,1256991725197459456,83,7,621896714877599744,Steven,4988,Nick,Chubb,RB,HOU,1
2025,1256991725197459456,84,1,622284153274048512,Aidan,3294,Dak,Prescott,QB,DAL,7
2025,1256991725197459456,85,3,683108507217653760,Jake,12507,Omarion,Hampton,RB,LAC,25
2025,1256991725197459456,86,5,622233730559348736,Joe,96,Aaron,Rodgers,QB,PIT,1
2025,1256991725197459456,87,8,734157966206455808,Ankit,4983,DJ,Moore,WR,CHI,9
2025,1256991725197459456,88,10,735661741740056576,Ryan,7525,DeVonta,Smith,WR,PHI,7
2025,1256991725197459456,89,6,740989628160614400,Alex,7523,Trevor,Lawrence,QB,JAX,5
2025,1256991725197459456,90,6,740989628160614400,Alex,12529,TreVeyon,Henderson,RB,NE,15
2025,1256991725197459456,91,5,622233730559348736,Joe,5012,Mark,Andrews,TE,BAL,6
2025,1256991725197459456,92,5,622233730559348736,Joe,5846,DK,Metcalf,WR,PIT,13
2025,1256991725197459456,93,4,473908924727160832,Rohaan,2449,Stefon,Diggs,WR,NE,2
2025,1256991725197459456,94,3,683108507217653760,Jake,12489,RJ,Harvey,RB,DEN,11
2025,1256991725197459456,95,8,734157966206455808,Ankit,11624,Xavier,Worthy,WR,KC,5
2025,1256991725197459456,96,5,622233730559348736,Joe,11638,Ricky,Pearsall,WR,SF,6
2025,1256991725197459456,97,6,740989628160614400,Alex,5967,Tony,Pollard,RB,TEN,6
2025,1256991725197459456,98,1,622284153274048512,Aidan,9756,Jordan,Addison,WR,MIN,4
2025,1256991725197459456,99,4,473908924727160832,Rohaan,4981,Calvin,Ridley,WR,TEN,9
2025,1256991725197459456,100,10,735661741740056576,Ryan,9997,Zay,Flowers,WR,BAL,4
2025,1256991725197459456,101,4,473908924727160832,Rohaan,4199,Aaron,Jones,RB,MIN,5
2025,1256991725197459456,102,8,734157966206455808,Ankit,7526,Jaylen,Waddle,WR,MIA,5
2025,1256991725197459456,103,1,622284153274048512,Aidan,7049,Jauan,Jennings,WR,SF,2
2025,1256991725197459456,104,9,893989602594234368,Christian,11559,Michael,Penix,QB,ATL,4
2025,1256991725197459456,105,8,734157966206455808,Ankit,12518,Tyler,Warren,TE,IND,7
2025,1256991725197459456,106,5,622233730559348736,Joe,9511,Keaton,Mitchell,RB,BAL,1
2025,1256991725197459456,107,2,611688251123699712,Ben,12504,Kaleb,Johnson,RB,PIT,4
2025,1256991725197459456,108,10,735661741740056576,Ryan,8144,Chris,Olave,WR,NO,4
2025,1256991725197459456,109,10,735661741740056576,Ryan,4033,David,Njoku,TE,CLE,4
2025,1256991725197459456,110,10,735661741740056576,Ryan,11565,J.J.,McCarthy,QB,MIN,7
2025,1256991725197459456,111,1,622284153274048512,Aidan,9228,Bryce,Young,QB,CAR,2
2025,1256991725197459456,112,5,622233730559348736,Joe,4037,Chris,Godwin,WR,TB,2
2025,1256991725197459456,113,9,893989602594234368,Christian,9484,Tucker,Kraft,TE,GB,1
2025,1256991725197459456,114,8,734157966206455808,Ankit,9229,Anthony,Richardson,QB,IND,1
2025,1256991725197459456,115,3,683108507217653760,Jake,8228,Jaylen,Warren,RB,PIT,2
2025,1256991725197459456,116,3,683108507217653760,Jake,12526,Tetairoa,McMillan,WR,CAR,9
2025,1256991725197459456,117,6,740989628160614400,Alex,8148,Jameson,Williams,WR,DET,5
2025,1256991725197459456,118,2,611688251123699712,Ben,6083,Matt,Gay,K,WAS,1
2025,1256991725197459456,119,10,735661741740056576,Ryan,4018,Joe,Mixon,RB,HOU,4
2025,1256991725197459456,120,3,683108507217653760,Jake,7839,Evan,McPherson,K,CIN,1
2025,1256991725197459456,121,7,621896714877599744,Steven,6768,Tua,Tagovailoa,QB,MIA,1
2025,1256991725197459456,122,3,683108507217653760,Jake,4943,Sam,Darnold,QB,SEA,4
2025,1256991725197459456,123,8,734157966206455808,Ankit,9753,Zach,Charbonnet,RB,SEA,3
2025,1256991725197459456,124,5,622233730559348736,Joe,7611,Rhamondre,Stevenson,RB,NE,1
2025,1256991725197459456,125,3,683108507217653760,Jake,7543,Travis,Etienne,RB,JAX,2
2025,1256991725197459456,126,1,622284153274048512,Aidan,11655,Tyrone,Tracy,RB,NYG,3
2025,1256991725197459456,127,3,683108507217653760,Jake,4066,Evan,Engram,TE,DEN,3
2025,1256991725197459456,128,10,735661741740056576,Ryan,12481,Cam,Skattebo,RB,NYG,1
2025,1256991725197459456,129,3,683108507217653760,Jake,12469,Dylan,Sampson,RB,CLE,3
2025,1256991725197459456,130,1,622284153274048512,Aidan,5872,Deebo,Samuel,WR,WAS,3
2025,1256991725197459456,131,8,734157966206455808,Ankit,8408,Jordan,Mason,RB,MIN,2
2025,1256991725197459456,132,8,734157966206455808,Ankit,12514,Emeka,Egbuka,WR,TB,4
2025,1256991725197459456,133,9,893989602594234368,Christian,9225,Tank,Bigsby,RB,JAX,3
2025,1256991725197459456,134,10,735661741740056576,Ryan,5947,Jakobi,Meyers,WR,LV,2
2025,1256991725197459456,135,3,683108507217653760,Jake,11620,Rome,Odunze,WR,CHI,3
2025,1256991725197459456,136,2,611688251123699712,Ben,8110,Jake,Ferguson,TE,DAL,1
2025,1256991725197459456,137,10,735661741740056576,Ryan,12512,Quinshon,Judkins,RB,CLE,4
2025,1256991725197459456,138,3,683108507217653760,Jake,1373,Geno,Smith,QB,LV,1
2025,1256991725197459456,139,5,622233730559348736,Joe,6783,Jerry,Jeudy,WR,CLE,2
2025,1256991725197459456,140,8,734157966206455808,Ankit,12501,Matthew,Golden,WR,GB,3
2025,1256991725197459456,141,8,734157966206455808,Ankit,7553,Kyle,Pitts,TE,ATL,6
2025,1256991725197459456,142,5,622233730559348736,Joe,12457,Jaydon,Blue,RB,DAL,3
2025,1256991725197459456,143,1,622284153274048512,Aidan,12517,Colston,Loveland,TE,CHI,1
2025,1256991725197459456,144,6,740989628160614400,Alex,421,Matthew,Stafford,QB,LAR,1
2025,1256991725197459456,145,2,611688251123699712,Ben,12533,Jacory,Croskey-Merritt,RB,WAS,1
2025,1256991725197459456,146,1,622284153274048512,Aidan,8134,Khalil,Shakir,WR,BUF,2
2025,1256991725197459456,147,7,621896714877599744,Steven,6803,Brandon,Aiyuk,WR,SF,1
2025,1256991725197459456,148,2,611688251123699712,Ben,12522,Cam,Ward,QB,TEN,2
2025,1256991725197459456,149,1,622284153274048512,Aidan,7528,Najee,Harris,RB,LAC,1
2025,1256991725197459456,150,6,740989628160614400,Alex,11576,Braelon,Allen,RB,NYJ,1
2025,1256991725197459456,151,2,611688251123699712,Ben,12484,Jayden,Higgins,WR,HOU,1
2025,1256991725197459456,152,6,740989628160614400,Alex,8676,Rashid,Shaheed,WR,NO,2
2025,1256991725197459456,153,7,621896714877599744,Steven,4039,Cooper,Kupp,WR,SEA,1
2025,1256991725197459456,154,6,740989628160614400,Alex,10222,Jayden,Reed,WR,GB,2
2025,1256991725197459456,155,1,622284153274048512,Aidan,1945,Chris,Boswell,K,PIT,1
2025,1256991725197459456,156,6,740989628160614400,Alex,4666,Younghoe,Koo,K,ATL,1
2025,1256991725197459456,157,2,611688251123699712,Ben,11637,Keon,Coleman,WR,BUF,1
2025,1256991725197459456,158,3,683108507217653760,Jake,12670,KeAndre,Lambert-Smith,WR,LAC,1
2025,1256991725197459456,159,7,621896714877599744,Steven,6819,Michael,Pittman,WR,IND,1
