season,manager,player,player_id,player_key,position,price,pick_no,row_order,name_raw,source
2017,Rohaan,Melvin Gordon,2320,id:2320,RB,69,,542,Melvin Gordon,sheet
2017,Rohaan,Dalvin Cook,4029,id:4029,RB,27,,543,Dalvin Cook,sheet
2017,Rohaan,Mike Gillislee,1353,id:1353,RB,10,,544,Mike Gillislee,sheet
2017,Rohaan,Adrian Peterson,184,id:184,RB,7,,545,Adrian Peterson,sheet
2017,Rohaan,Latavius Murray,1476,id:1476,RB,1,,546,Latavius Murray,sheet
2017,Rohaan,Travis Kelce,1466,id:1466,TE,12,,547,Travis Kelce,sheet
2017,Rohaan,Brandin Cooks,2197,id:2197,WR,38,,548,Brandin Cooks,sheet
2017,Rohaan,Sammy Watkins,1817,id:1817,WR,7,,549,Sammy Watkins,sheet
2017,Rohaan,Jamison Crowder,2410,id:2410,WR,2,,550,Jamison Crowder,sheet
2017,Rohaan,DeSean Jackson,147,id:147,WR,3,,551,DeSean Jackson,sheet
2017,Rohaan,Eric Decker,558,id:558,WR,1,,552,Eric Decker,sheet
2017,Rohaan,Randall Cobb,928,id:928,WR,1,,553,Randall Cobb,sheet
2017,Jake,Steelers,,def:Steelers,DEF,1,,554,Steelers D/ST,sheet
2017,Jake,Younghoe Koo,4666,id:4666,K,1,,555,Younghoe Koo,sheet
2017,Jake,Cam Newton,954,id:954,QB,7,,556,Cam Newton,sheet
2017,Jake,Jordan Howard,3306,id:3306,RB,60,,557,Jordan Howard,sheet
2017,Jake,Lamar Miller,1048,id:1048,RB,32,,558,Lamar Miller,sheet
2017,Jake,Christian McCaffrey,4034,id:4034,RB,16,,559,Christian McCaffrey,sheet
2017,Jake,Bilal Powell,818,id:818,RB,7,,560,Bilal Powell,sheet
2017,Jake,Jacquizz Rodgers,949,id:949,RB,2,,561,Jaquizz Rogers,sheet
2017,Jake,Hunter Henry,3214,id:3214,TE,1,,562,Hunter Henry,sheet
2017,Jake,Mike Evans,2216,id:2216,WR,57,,563,Mike Evans,sheet
2017,Jake,Allen Robinson,1992,id:1992,WR,9,,564,Allen Robinson,sheet
2017,Jake,Willie Snead,1911,id:1911,WR,1,,565,Willie Snead,sheet
2017,Jake,Chris Hogan,1329,id:1329,WR,1,,566,Chris Hogan,sheet
2017,Jake,Tyrell Williams,2583,id:2583,WR,1,,567,Tyrell Williams,sheet
2017,Jake,Golden Tate,642,id:642,WR,1,,568,Golden Tate,sheet
2017,Jake,Ted Ginn,695,id:695,WR,2,,569,Ted Ginn Jr.,sheet
2017,Joe,Colts,,def:Colts,DEF,1,,570,Colts D,sheet
2017,Joe,Matt Bryant,127,id:127,K,2,,571,Matt Bryant,sheet
2017,Joe,Aaron Rodgers,96,id:96,QB,35,,572,Aaron Rodgers,sheet
2017,Joe,DeMarco Murray,904,id:904,RB,45,,573,Demarco Murray,sheet
2017,Joe,Rob Kelley,3657,id:3657,RB,4,,574,Fat Rob,sheet
2017,Joe,Derrick Henry,3198,id:3198,RB,2,,575,Derrick Henry,sheet
2017,Joe,Doug Martin,1195,id:1195,RB,4,,576,Doug Martin,sheet
2017,Joe,Ameer Abdullah,2359,id:2359,RB,4,,577,Ameer Abdullah,sheet
2017,Joe,Thomas Rawls,2585,id:2585,RB,5,,578,Thomas Rawls,sheet
2017,Joe,Jonathan Stewart,218,id:218,RB,2,,579,Jonathan Stewart,sheet
2017,Joe,Jimmy Graham,616,id:616,TE,11,,580,Jimmy Graham,sheet
2017,Joe,Dez Bryant,574,id:574,WR,31,,581,Dez Bryant,sheet
2017,Joe,Doug Baldwin,988,id:988,WR,20,,582,Doug Baldwin,sheet
2017,Joe,Demaryius Thomas,560,id:560,WR,15,,583,Demaryius Thomas,sheet
2017,Joe,Davante Adams,2133,id:2133,WR,15,,584,Davante Adams,sheet
2017,Joe,Jarvis Landry,1825,id:1825,WR,4,,585,Jarvis Landry,sheet
2017,Oleg,Broncos,,def:Broncos,DEF,3,,586,Broncos D/ST,sheet
2017,Oleg,Vikings,,def:Vikings,DEF,2,,587,Vikings D,sheet
2017,Oleg,Vinatieri,,name:vinatieri|K,K,2,,588,Vinatieri,sheet
2017,Oleg,Matt Ryan,24,id:24,QB,9,,589,Matt Ryan,sheet
2017,Oleg,Dak Prescott,3294,id:3294,QB,5,,590,Dak Prescott,sheet
2017,Oleg,Devonta Freeman,2168,id:2168,RB,68,,591,Devonta Freeman,sheet
2017,Oleg,Joe Mixon,4018,id:4018,RB,13,,592,Joe Mixon,sheet
2017,Oleg,Eddie Lacy,1527,id:1527,RB,8,,593,Eddie Lacy,sheet
2017,Oleg,Tevin Coleman,2378,id:2378,RB,6,,594,Tevin Coleman,sheet
2017,Oleg,Frank Gore,232,id:232,RB,5,,595,Frank Gore,sheet
2017,Oleg,Tyler Eifert,1388,id:1388,TE,5,,596,Tyler Eifert,sheet
2017,Oleg,T.Y. Hilton,1110,id:1110,WR,25,,597,TY Hilton,sheet
2017,Oleg,Kelvin Benjamin,2182,id:2182,WR,18,,598,Kelvin Benjamin,sheet
2017,Oleg,Alshon Jeffery,1149,id:1149,WR,15,,599,Alshon Jeffrey,sheet
2017,Oleg,Michael Crabtree,455,id:455,WR,9,,600,Michael Crabtree,sheet
2017,Oleg,Martavis Bryant,1916,id:1916,WR,7,,601,Martavis Bryant,sheet
2017,Ryan,Falcons,,def:Falcons,DEF,1,,602,Falcons D,sheet
2017,Ryan,Matt Prater,17,id:17,K,1,,603,Matt Prater,sheet
2017,Ryan,Tom Brady,167,id:167,QB,16,,604,Tom Brady,sheet
2017,Ryan,LeSean McCoy,676,id:676,RB,64,,605,Shady,sheet
2017,Ryan,Charles Sims,2223,id:2223,RB,1,,606,Charles Sims,sheet
2017,Ryan,Giovani Bernard,1386,id:1386,RB,1,,607,Giovanni Bernard,sheet
2017,Ryan,Dion Lewis,788,id:788,RB,1,,608,Dion Lewis,sheet
2017,Ryan,Chris Thompson,1502,id:1502,RB,1,,609,Chris Thompson,sheet
2017,Ryan,Zach Ertz,1339,id:1339,TE,1,,610,Zack Ertz,sheet
2017,Ryan,Odell Beckham,2078,id:2078,WR,60,,611,ODB,sheet
2017,Ryan,Jordy Nelson,175,id:175,WR,48,,612,Jordy Nelson,sheet
2017,Ryan,Jermaine Kearse,1290,id:1290,WR,1,,613,Jermaine Kearse,sheet
2017,Ryan,Donte Moncrief,1971,id:1971,WR,1,,614,Donte Moncrief,sheet
2017,Ryan,Adam Thielen,1689,id:1689,WR,1,,615,Adam Thielen,sheet
2017,Ryan,John Brown,2238,id:2238,WR,1,,616,John Brown,sheet
2017,Ryan,Corey Davis,4036,id:4036,WR,1,,617,Corey Davis,sheet
2017,Steven,Seahawks,,def:Seahawks,DEF,2,,618,Seahawks D,sheet
2017,Steven,Stephen Gostkowski,110,id:110,K,3,,619,Gostkowski,sheet
2017,Steven,Jameis Winston,2306,id:2306,QB,2,,620,Jameis Winston,sheet
2017,Steven,Kirk Cousins,1166,id:1166,QB,3,,621,Kirk Cousins,sheet
2017,Steven,Ezekiel Elliott,3164,id:3164,RB,54,,622,Ezekiel Elliott,sheet
2017,Steven,Leonard Fournette,3969,id:3969,RB,44,,623,Leonard Fournette,sheet
2017,Steven,Mark Ingram,956,id:956,RB,21,,624,Mark Ingram,sheet
2017,Steven,Paul Perkins,3211,id:3211,RB,2,,625,Paul Perkins,sheet
2017,Steven,Matt Forte,103,id:103,RB,1,,626,Matt Forte,sheet
2017,Steven,Jeremy Hill,1892,id:1892,RB,1,,627,Jeremy Hill,sheet
2017,Steven,Jordan Reed,1500,id:1500,TE,12,,628,Jojen,sheet
2017,Steven,A.J. Green,830,id:830,WR,48,,629,AJ Green,sheet
2017,Steven,Stefon Diggs,2449,id:2449,WR,2,,630,Stefon Diggs,sheet
2017,Steven,Kenny Britt,366,id:366,WR,1,,631,Kenny Britt,sheet
2017,Steven,Zay Jones,4080,id:4080,WR,1,,632,Zay Jones,sheet
2017,Steven,Marvin Jones,1067,id:1067,WR,3,,633,Marvin Jones,sheet
2017,Tommy,Texans,,def:Texans,DEF,2,,634,Texans D,sheet
2017,Tommy,Wil Lutz,3678,id:3678,K,1,,635,Will Lutz,sheet
2017,Tommy,Marcus Mariota,2307,id:2307,QB,1,,636,Marcus Mariota,sheet
2017,Tommy,Todd Gurley,2315,id:2315,RB,44,,637,Todd Gurley,sheet
2017,Tommy,Isaiah Crowell,1901,id:1901,RB,39,,638,Isaiah Crowell,sheet
2017,Tommy,Kareem Hunt,4098,id:4098,RB,30,,639,Kareem Hunt,sheet
2017,Tommy,Charcandrick West,2024,id:2024,RB,1,,640,Charcandrick West,sheet
2017,Tommy,Jamaal Williams,4149,id:4149,RB,3,,641,Jamaal Williams,sheet
2017,Tommy,James White,1848,id:1848,RB,1,,642,James White,sheet
2017,Tommy,Kyle Rudolph,943,id:943,TE,1,,643,Kyle Rudolph,sheet
2017,Tommy,Michael Thomas,3199,id:3199,WR,40,,644,Michael Thomas,sheet
2017,Tommy,Amari Cooper,2309,id:2309,WR,28,,645,Amari Cooper,sheet
2017,Tommy,Tyreek Hill,3321,id:3321,WR,6,,646,Tyreek Hill,sheet
2017,Tommy,Taylor Gabriel,1903,id:1903,WR,1,,647,Taylor Gabriel,sheet
2017,Tommy,Corey Coleman,3177,id:3177,WR,1,,648,Corey Coleman,sheet
2017,Tommy,Mike Wallace,365,id:365,WR,1,,649,Mike Wallace,sheet
2016,Aidan,Patriots,,def:Patriots,DEF,1,,650,Pats,sheet
2016,Aidan,Phil Dawson,229,id:229,K,1,,651,P Dawson,sheet
2016,Aidan,Russell Wilson,1234,id:1234,QB,11,,652,Russell Wilson,sheet
2016,Aidan,Matt Forte,103,id:103,RB,26,,653,Matt Forte,sheet
2016,Aidan,Doug Martin,1195,id:1195,RB,31,,654,Doug Martin,sheet
2016,Aidan,Carlos Hyde,2257,id:2257,RB,21,,655,Carlos Hyde,sheet
2016,Aidan,Danny Woodhead,735,id:735,RB,6,,656,Woodhead,sheet
2016,Aidan,Charles Sims,2223,id:2223,RB,3,,657,Charles Sims,sheet
2016,Aidan,Theo Riddick,1517,id:1517,RB,1,,658,T Riddick,sheet
2016,Aidan,Kenjon Barner,1546,id:1546,TE,2,,659,Barnage,sheet
2016,Aidan,Antonio Brown,536,id:536,WR,59,,660,Antonio Brown,sheet
2016,Aidan,Keenan Allen,1479,id:1479,WR,28,,661,Keenan Allen,sheet
2016,Aidan,John Brown,2238,id:2238,WR,5,,662,John Brown,sheet
2016,Aidan,Michael Crabtree,455,id:455,WR,3,,663,M Crabtree,sheet
2016,Aidan,Willie Snead,1911,id:1911,WR,1,,664,Willy Snead,sheet
2016,Aidan,Tavon Austin,1567,id:1567,WR,1,,665,T Austin,sheet
2016,Ankit,Bills,,def:Bills,DEF,1,,666,Bills,sheet
2016,Ankit,Adam Vinatieri,120,id:120,K,1,,667,Vinatieri,sheet
2016,Ankit,Tyrod Taylor,827,id:827,QB,3,,668,TyGod,sheet
2016,Ankit,Le'Veon Bell,1408,id:1408,RB,65,,669,Le'Veon Bell,sheet
2016,Ankit,DeAngelo Williams,306,id:306,RB,12,,670,DeAngelo Williams,sheet
2016,Ankit,Justin Forsett,458,id:458,RB,3,,671,Forsett,sheet
2016,Ankit,T.J. Yeldon,2341,id:2341,RB,3,,672,Yeldon,sheet
2016,Ankit,Chris Ivory,717,id:717,RB,1,,673,Ivory,sheet
2016,Ankit,Jordan Reed,1500,id:1500,TE,24,,674,Jordan Reed,sheet
2016,Ankit,Odell Beckham,2078,id:2078,WR,59,,675,ODB,sheet
2016,Ankit,Jordan Matthews,1800,id:1800,WR,10,,676,Jordan Matthews,sheet
2016,Ankit,Kelvin Benjamin,2182,id:2182,WR,6,,677,Kelvin Benjamin,sheet
2016,Ankit,Torrey Smith,826,id:826,WR,4,,678,Torrey Smith,sheet
2016,Ankit,DeVante Parker,2319,id:2319,WR,3,,679,Parker,sheet
2016,Ankit,Travis Benjamin,1077,id:1077,WR,2,,680,T Benjaimin,sheet
2016,Ankit,Kevin White,2312,id:2312,WR,3,,681,Kevin White,sheet
2016,Ben,Panthers,,def:Panthers,DEF,2,,682,Panthers,sheet
2016,Ben,Dan Bailey,899,id:899,K,2,,683,Dan Bailey,sheet
2016,Ben,Andrew Luck,1111,id:1111,QB,9,,684,Luck,sheet
2016,Ben,Ezekiel Elliott,3164,id:3164,RB,46,,685,Elliot,sheet
2016,Ben,Thomas Rawls,2585,id:2585,RB,28,,686,Rawls,sheet
2016,Ben,Jerick McKinnon,2161,id:2161,RB,2,,687,McKinnon,sheet
2016,Ben,Christine Michael,1596,id:1596,RB,4,,688,Christine,sheet
2016,Ben,DeAndre Washington,3300,id:3300,RB,1,,689,D Washington,sheet
2016,Ben,Cameron Artis-Payne,2477,id:2477,RB,1,,690,C Artist-Payne,sheet
2016,Ben,Rob Gronkowski,515,id:515,TE,39,,691,Gronk,sheet
2016,Ben,Alshon Jeffery,1149,id:1149,WR,31,,692,Jeffery,sheet
2016,Ben,Demaryius Thomas,560,id:560,WR,23,,693,D Thomas,sheet
2016,Ben,Eric Decker,558,id:558,WR,8,,694,Decker,sheet
2016,Ben,Sterling Shepard,3200,id:3200,WR,2,,695,S Shepard,sheet
2016,Ben,Chris Hogan,1329,id:1329,WR,1,,696,C Hogan,sheet
2016,Ben,Kamar Aiken,794,id:794,WR,1,,697,Aiken,sheet
2016,Rohaan,Bengals,,def:Bengals,DEF,2,,698,Bengals,sheet
2016,Rohaan,Stephen Hauschka,775,id:775,K,2,,699,Haushka,sheet
2016,Rohaan,Ben Roethlisberger,138,id:138,QB,11,,700,Big Ben,sheet
2016,Rohaan,Philip Rivers,331,id:331,QB,1,,701,Phillip Rivers,sheet
2016,Rohaan,Adrian Peterson,184,id:184,RB,68,,702,AP,sheet
2016,Rohaan,C.J. Anderson,1451,id:1451,RB,21,,703,CJ Anderson,sheet
2016,Rohaan,Duke Johnson,2382,id:2382,RB,5,,704,Duke Johnson,sheet
2016,Rohaan,Bilal Powell,818,id:818,RB,1,,705,B Powell,sheet
2016,Rohaan,Devontae Booker,3209,id:3209,RB,1,,706,D Booker,sheet
2016,Rohaan,Isaiah Crowell,1901,id:1901,RB,1,,707,I. Crowell,sheet
2016,Rohaan,Darren Sproles,246,id:246,RB,1,,708,Darren Sproles,sheet
2016,Rohaan,Greg Olsen,58,id:58,TE,14,,709,Greg Olsen,sheet
2016,Rohaan,Sammy Watkins,1817,id:1817,WR,39,,710,Watkins,sheet
2016,Rohaan,Brandin Cooks,2197,id:2197,WR,31,,711,Brandin Cooks,sheet
2016,Rohaan,Tyler Lockett,2374,id:2374,WR,1,,712,T Lockett,sheet
2016,Rohaan,Mohamed Sanu,1071,id:1071,WR,1,,713,Mohammed Sanu,sheet
2016,Jake,Vikings,,def:Vikings,DEF,1,,714,Vikings,sheet
2016,Jake,Cairo Santos,2020,id:2020,K,1,,715,C Santos,sheet
2016,Jake,Derek Carr,2028,id:2028,QB,1,,716,Carr,sheet
2016,Jake,Andy Dalton,829,id:829,QB,1,,717,Andy Dalton,sheet
2016,Jake,David Johnson,2391,id:2391,RB,60,,718,David Johnson,sheet
2016,Jake,Jeremy Hill,1892,id:1892,RB,14,,719,Jeremy Hill,sheet
2016,Jake,Melvin Gordon,2320,id:2320,RB,5,,720,Melvin Gordon,sheet
2016,Jake,Jared Cook,367,id:367,TE,1,,721,Jared Cook,sheet
2016,Jake,Julio Jones,947,id:947,WR,58,,722,Julio Jones,sheet
2016,Jake,Jordy Nelson,175,id:175,WR,46,,723,Jordy Nelson,sheet
2016,Jake,DeSean Jackson,147,id:147,WR,7,,724,D Jackson,sheet
2016,Jake,Dorial Green-Beckham,2345,id:2345,WR,1,,725,Green-Beckham,sheet
2016,Jake,Charles Johnson,1530,id:1530,WR,1,,726,C Johnson,sheet
2016,Jake,Devin Funchess,2346,id:2346,WR,1,,727,Funchess,sheet
2016,Jake,Mike Wallace,365,id:365,WR,1,,728,Mike Wallace,sheet
2016,Jake,Tyler Gaffney,2189,id:2189,WR,1,,729,Tyler Gaffney,sheet
2016,Joe,Texans,,def:Texans,DEF,2,,730,Texans D,sheet
2016,Joe,Stephen Gostkowski,110,id:110,K,4,,731,Gostkowski,sheet
2016,Joe,Aaron Rodgers,96,id:96,QB,18,,732,Aaron Rodgers,sheet
2016,Joe,LeSean McCoy,676,id:676,RB,44,,733,LeSean McCoy,sheet
2016,Joe,DeMarco Murray,904,id:904,RB,17,,734,DeMarco Murray,sheet
2016,Joe,Ryan Mathews,571,id:571,RB,15,,735,Ryan Matthews,sheet
2016,Joe,Ameer Abdullah,2359,id:2359,RB,2,,736,Abdullah,sheet
2016,Joe,Giovani Bernard,1386,id:1386,RB,3,,737,Gio Bernard,sheet
2016,Joe,Tyler Eifert,1388,id:1388,TE,2,,738,Eiffert,sheet
2016,Joe,Jimmy Graham,616,id:616,TE,1,,739,J Graham,sheet
2016,Joe,DeAndre Hopkins,1426,id:1426,WR,58,,740,Deandre Hopkins,sheet
2016,Joe,Josh Gordon,1244,id:1244,WR,17,,741,Josh Gordon,sheet
2016,Joe,Jeremy Maclin,411,id:411,WR,7,,742,Maclin,sheet
2016,Joe,Vincent Jackson,128,id:128,WR,4,,743,V Jackson,sheet
2016,Joe,Tajae Sharpe,3297,id:3297,WR,1,,744,T Sharpe,sheet
2016,Joe,Allen Hurns,1984,id:1984,WR,1,,745,A Hurns,sheet
2016,Oleg,Seahawks,,def:Seahawks,DEF,4,,746,Seahawks,sheet
2016,Oleg,Broncos,,def:Broncos,DEF,3,,747,Broncos,sheet
2016,Oleg,Blair Walsh,1214,id:1214,K,1,,748,Blair Walsh,sheet
2016,Oleg,Cam Newton,954,id:954,QB,24,,749,Cam Newton,sheet
2016,Oleg,Kirk Cousins,1166,id:1166,QB,2,,750,Kirk Cousins,sheet
2016,Oleg,Eddie Lacy,1527,id:1527,RB,37,,751,Lacy,sheet
2016,Oleg,Jeremy Langford,2411,id:2411,RB,22,,752,Langford,sheet
2016,Oleg,Matt Jones,2400,id:2400,RB,7,,753,Matt Jones,sheet
2016,Oleg,James Starks,762,id:762,RB,2,,754,James Starks,sheet
2016,Oleg,Coby Fleener,1107,id:1107,TE,2,,755,Fleener,sheet
2016,Oleg,Martellus Bennett,40,id:40,TE,1,,756,M. Bennett,sheet
2016,Oleg,Dez Bryant,574,id:574,WR,38,,757,Dez Bryant,sheet
2016,Oleg,Brandon Marshall,648,id:648,WR,30,,758,B Marshall,sheet
2016,Oleg,Julian Edelman,344,id:344,WR,19,,759,Edelman,sheet
2016,Oleg,Larry Fitzgerald,223,id:223,WR,3,,760,Fitzgerald,sheet
2016,Oleg,Steve Smith,169,id:169,WR,5,,761,S Smith,sheet
2016,Ryan,Cardinals,,def:Cardinals,DEF,1,,762,Cardinals D,sheet
2016,Ryan,Justin Tucker,1264,id:1264,K,1,,763,Tucker,sheet
2016,Ryan,Tom Brady,167,id:167,QB,5,,764,Tom Brady,sheet
2016,Ryan,Carson Palmer,91,id:91,QB,2,,765,Carson Palmer,sheet
2016,Ryan,Todd Gurley,2315,id:2315,RB,64,,766,Gurley,sheet
2016,Ryan,Jamaal Charles,323,id:323,RB,38,,767,J Charles,sheet
2016,Ryan,LeGarrette Blount,730,id:730,RB,1,,768,L Blount,sheet
2016,Ryan,Spencer Ware,1601,id:1601,RB,1,,769,S Ware,sheet
2016,Ryan,Paul Perkins,3211,id:3211,RB,1,,770,P Perkins,sheet
2016,Ryan,Charcandrick West,2024,id:2024,RB,1,,771,C West,sheet
2016,Ryan,Travis Kelce,1466,id:1466,TE,6,,772,Kelce,sheet
2016,Ryan,Mike Evans,2216,id:2216,WR,30,,773,Mike Evans,sheet
2016,Ryan,Amari Cooper,2309,id:2309,WR,30,,774,Cooper,sheet
2016,Ryan,T.Y. Hilton,1110,id:1110,WR,17,,775,Hilton,sheet
2016,Ryan,Stefon Diggs,2449,id:2449,WR,1,,776,S Diggs,sheet
2016,Ryan,Kenny Britt,366,id:366,WR,1,,777,Kenny Britt,sheet
2016,Steven,Chiefs,,def:Chiefs,DEF,1,,778,Chiefs,sheet
2016,Steven,Mason Crosby,59,id:59,K,2,,779,Mason Crosby,sheet
2016,Steven,Drew Brees,289,id:289,QB,9,,780,Drew Brees,sheet
2016,Steven,Devonta Freeman,2168,id:2168,RB,41,,781,Devonta Freeman,sheet
2016,Steven,Jonathan Stewart,218,id:218,RB,23,,782,Stewart,sheet
2016,Steven,Latavius Murray,1476,id:1476,RB,18,,783,Latavias Murray,sheet
2016,Steven,Arian Foster,669,id:669,RB,15,,784,Arian Foster,sheet
2016,Steven,Frank Gore,232,id:232,RB,7,,785,Frank Gore,sheet
2016,Steven,Jay Ajayi,2452,id:2452,RB,3,,786,Ajayi,sheet
2016,Steven,Tevin Coleman,2378,id:2378,RB,3,,787,T Colemen,sheet
2016,Steven,Rashad Jennings,380,id:380,RB,2,,788,Rashad Jennings,sheet
2016,Steven,Antonio Gates,322,id:322,TE,1,,789,Gates,sheet
2016,Steven,Allen Robinson,1992,id:1992,WR,40,,790,Allen Robinson,sheet
2016,Steven,Jarvis Landry,1825,id:1825,WR,14,,791,Jarvis Landry,sheet
2016,Steven,Golden Tate,642,id:642,WR,11,,792,Golden Tate,sheet
2016,Steven,Doug Baldwin,988,id:988,WR,10,,793,Baldwin,sheet
2016,Tommy,Packers,,def:Packers,DEF,1,,794,Packers,sheet
2016,Tommy,Graham Gano,503,id:503,K,1,,795,Gano,sheet
2016,Tommy,Blake Bortles,1979,id:1979,QB,1,,796,Blake Bortles,sheet
2016,Tommy,Eli Manning,188,id:188,QB,1,,797,Eli Manning,sheet
2016,Tommy,Lamar Miller,1048,id:1048,RB,55,,798,Lamar Miller,sheet
2016,Tommy,Mark Ingram,956,id:956,RB,36,,799,Mark Ingram,sheet
2016,Tommy,Derrick Henry,3198,id:3198,RB,3,,800,D Henry,sheet
2016,Tommy,Alfred Morris,1170,id:1170,RB,1,,801,Alfred Morris,sheet
2016,Tommy,Delanie Walker,284,id:284,TE,7,,802,Walker,sheet
2016,Tommy,A.J. Green,830,id:830,WR,49,,803,AJ Green,sheet
2016,Tommy,Randall Cobb,928,id:928,WR,19,,804,Randall Cobb,sheet
2016,Tommy,Donte Moncrief,1971,id:1971,WR,9,,805,Moncrief,sheet
2016,Tommy,Marvin Jones,1067,id:1067,WR,6,,806,Marvin Jones,sheet
2016,Tommy,Emmanuel Sanders,538,id:538,WR,8,,807,E Sanders,sheet
2016,Tommy,Tyler Ervin,3280,id:3280,WR,1,,808,Tyler Ervin,sheet
2016,Tommy,Michael Floyd,1219,id:1219,WR,2,,809,M Floyd,sheet
2015,Alex,Panthers,,def:Panthers,DEF,1,,810,Panthers,sheet
2015,Alex,Brandon McManus,1433,id:1433,K,1,,811,Mcmannus,sheet
2015,Alex,Andrew Luck,1111,id:1111,QB,27,,812,Luck,sheet
2015,Alex,Eli Manning,188,id:188,QB,1,,813,E. Manning,sheet
2015,Alex,Matt Forte,103,id:103,RB,52,,814,Matt Forte,sheet
2015,Alex,Melvin Gordon,2320,id:2320,RB,20,,815,Melvin Gordon,sheet
2015,Alex,Andre Ellington,1575,id:1575,RB,15,,816,Andre Ellington,sheet
2015,Alex,Charles Sims,2223,id:2223,RB,1,,817,Charles Simms,sheet
2015,Alex,Shane Vereen,814,id:814,RB,3,,818,Shanne Vereen,sheet
2015,Alex,Jordan Cameron,833,id:833,TE,1,,819,Jordan Cameron,sheet
2015,Alex,A.J. Green,830,id:830,WR,40,,820,AJ Green,sheet
2015,Alex,DeAndre Hopkins,1426,id:1426,WR,30,,821,Deandre Hopkins,sheet
2015,Alex,John Brown,2238,id:2238,WR,5,,822,John Brown,sheet
2015,Alex,Breshad Perriman,2331,id:2331,WR,1,,823,B. Perriman,sheet
2015,Alex,David Cobb,2441,id:2441,WR,1,,824,D. Cobb,sheet
2015,Alex,Markus Wheaton,1413,id:1413,WR,1,,825,M. Wheaton,sheet
2015,Ankit,Bills,,def:Bills,DEF,3,,826,Bills,sheet
2015,Ankit,Adam Vinatieri,120,id:120,K,2,,827,Vinaterri,sheet
2015,Ankit,Philip Rivers,331,id:331,QB,1,,828,Rivers,sheet
2015,Ankit,Eddie Lacy,1527,id:1527,RB,60,,829,Lacy,sheet
2015,Ankit,Justin Forsett,458,id:458,RB,30,,830,Forest,sheet
2015,Ankit,Isaiah Crowell,1901,id:1901,RB,12,,831,Crowell,sheet
2015,Ankit,C.J. Spiller,507,id:507,RB,4,,832,CJ Spiller,sheet
2015,Ankit,Alfred Blue,1944,id:1944,RB,5,,833,Alfred Blue,sheet
2015,Ankit,Reggie Bush,179,id:179,RB,2,,834,Reggie Bush,sheet
2015,Ankit,Zach Ertz,1339,id:1339,TE,3,,835,Ertz,sheet
2015,Ankit,Alshon Jeffery,1149,id:1149,WR,38,,836,Jefferey,sheet
2015,Ankit,Sammy Watkins,1817,id:1817,WR,11,,837,Sammy Watkins,sheet
2015,Ankit,Nelson Agholor,2325,id:2325,WR,8,,838,Agoholor,sheet
2015,Ankit,Martavis Bryant,1916,id:1916,WR,5,,839,M. Bryant,sheet
2015,Ankit,DeSean Jackson,147,id:147,WR,7,,840,D. Jax,sheet
2015,Ankit,Jeremy Maclin,411,id:411,WR,9,,841,J. Maclin,sheet
2015,Ben,Titans,,def:Titans,DEF,1,,842,Titans,sheet
2015,Ben,Matt Prater,17,id:17,K,1,,843,Matt Prater,sheet
2015,Ben,Peyton Manning,294,id:294,QB,15,,844,Peyton Manning,sheet
2015,Ben,C.J. Anderson,1451,id:1451,RB,47,,845,CJ Anderson,sheet
2015,Ben,Latavius Murray,1476,id:1476,RB,21,,846,Lactate Murray,sheet
2015,Ben,Cameron Artis-Payne,2477,id:2477,RB,1,,847,Art is Pain,sheet
2015,Ben,Knile Davis,1463,id:1463,RB,2,,848,Knile Davis,sheet
2015,Ben,Darren Sproles,246,id:246,RB,1,,849,D. Sproles,sheet
2015,Ben,Andre Williams,2088,id:2088,RB,1,,850,Andre Williams,sheet
2015,Ben,Christine Michael,1596,id:1596,RB,1,,851,Christina Michelle,sheet
2015,Ben,Larry Donnell,1759,id:1759,TE,1,,852,Donnell,sheet
2015,Ben,Antonio Brown,536,id:536,WR,48,,853,Antonio Brown,sheet
2015,Ben,Calvin Johnson,240,id:240,WR,45,,854,Calvin Johnson,sheet
2015,Ben,Keenan Allen,1479,id:1479,WR,10,,855,Keenan Allen,sheet
2015,Ben,Eddie Royal,297,id:297,WR,1,,856,E. Royal,sheet
2015,Ben,Victor Cruz,719,id:719,WR,4,,857,V. Cruz,sheet
2015,Eli,Broncos,,def:Broncos,DEF,1,,858,Broncos,sheet
2015,Eli,Justin Tucker,1264,id:1264,K,2,,859,Justin Tucker,sheet
2015,Eli,Russell Wilson,1234,id:1234,QB,17,,860,Russel Wilson,sheet
2015,Eli,Tom Brady,167,id:167,QB,7,,861,Brady,sheet
2015,Eli,Matthew Stafford,421,id:421,QB,4,,862,Stafford,sheet
2015,Eli,Carlos Hyde,2257,id:2257,RB,25,,863,Hyde,sheet
2015,Eli,Jonathan Stewart,218,id:218,RB,10,,864,Stew Beef,sheet
2015,Eli,Joique Bell,736,id:736,RB,11,,865,Joique Bell,sheet
2015,Eli,Rashad Jennings,380,id:380,RB,5,,866,R. Jennings,sheet
2015,Eli,Giovani Bernard,1386,id:1386,RB,5,,867,Gio Bernard,sheet
2015,Eli,Martellus Bennett,40,id:40,TE,2,,868,M. Bennett,sheet
2015,Eli,Dez Bryant,574,id:574,WR,46,,869,D. Bryant,sheet
2015,Eli,Demaryius Thomas,560,id:560,WR,41,,870,D. Thomas,sheet
2015,Eli,Julian Edelman,344,id:344,WR,17,,871,J. Edelman,sheet
2015,Eli,Mike Wallace,365,id:365,WR,4,,872,Mike Wallace,sheet
